Cepheid & Frame & Filter & MJD & Exposure & Array & X_cepheid & Y_cepheid \\
OGLE-2141 & iev907ppq  & F160W & 60172.883 & 2.50 & IRSUB256 & 129.8 & 149.7  \\
OGLE-2141 & iev907puq  & F555W & 60172.890 & 2.50 & UVIS2-C1K1C-SUB & 573.3 & 447.9  \\
OGLE-2141 & iev907ptq  & F814W & 60172.889 & 2.50 & UVIS2-C1K1C-SUB & 520.5 & 505.1  \\
OGLE-2202 & iev909o6q  & F160W & 60168.051 & 2.22 & IRSUB256 & 137.9 & 137.7  \\
OGLE-2202 & iev9u0g9q  & F555W & 60219.484 & 2.50 & UVIS1 & 913.6 & 652.5  \\
OGLE-2202 & iev9u0g8q  & F814W & 60219.483 & 2.50 & UVIS1 & 916.6 & 645.5  \\
OGLE-2269 & iev9twebq  & F160W & 60198.744 & 2.50 & IRSUB256 & 130.2 & 151.1  \\
OGLE-2269 & iev9twemq  & F555W & 60198.758 & 2.50 & UVIS1 & 946.8 & 617.0  \\
OGLE-2269 & iev9twelq  & F814W & 60198.757 & 2.50 & UVIS1 & 944.1 & 619.3  \\
OGLE-2313 & iev9tweaq  & F160W & 60198.743 & 2.22 & IRSUB256 & 136.1 & 142.4  \\
OGLE-2313 & iev9twenq  & F555W & 60198.759 & 2.50 & UVIS1 & 943.8 & 619.2  \\
OGLE-2313 & iev9tweoq  & F814W & 60198.760 & 2.50 & UVIS1 & 938.3 & 625.5  \\
OGLE-2329 & iev907poq  & F160W & 60172.882 & 2.50 & IRSUB256 & 130.1 & 149.1  \\
OGLE-2329 & iev907pvq  & F555W & 60172.891 & 2.50 & UVIS2-C1K1C-SUB & 616.5 & 401.8  \\
OGLE-2329 & iev907pwq  & F814W & 60172.893 & 2.50 & UVIS2-C1K1C-SUB & 665.2 & 347.7  \\
OGLE-2389 & iev901m4q  & F160W & 60167.913 & 2.22 & IRSUB256 & 136.4 & 140.0  \\
OGLE-2389 & iev9txueq  & F555W & 60221.528 & 2.50 & UVIS1 & 1101.7 & 373.8  \\
OGLE-2389 & iev9txufq  & F814W & 60221.529 & 2.50 & UVIS1 & 1113.0 & 357.8  \\
OGLE-2421 & iev907pnq  & F160W & 60172.880 & 2.50 & IRSUB256 & 130.0 & 149.3  \\
OGLE-2421 & iev907pyq  & F555W & 60172.895 & 2.50 & UVIS2-C1K1C-SUB & 773.4 & 231.1  \\
OGLE-2421 & iev907pxq  & F814W & 60172.894 & 2.50 & UVIS2-C1K1C-SUB & 711.4 & 299.3  \\
OGLE-2426 & iev907plq  & F160W & 60172.878 & 2.50 & IRSUB256 & 133.8 & 144.1  \\
OGLE-2426 & iev907q2q  & F555W & 60172.901 & 2.50 & UVIS2-2K2C-SUB & 1535.3 & 480.4  \\
OGLE-2426 & iev907q1q $^{(*)}$ & F814W & 60172.899 & 2.50 & UVIS2-2K2C-SUB & 1442.8 & 584.0  \\
OGLE-2437 & iev907pmq  & F160W & 60172.879 & 2.50 & IRSUB256 & 133.1 & 145.1  \\
OGLE-2437 & iev907pzq $^{(*)}$ & F555W & 60172.896 & 2.50 & UVIS2-C1K1C-SUB & 841.2 & 157.6  \\
OGLE-2437 & iev907q0q  & F814W & 60172.898 & 2.50 & UVIS2-C1K1C-SUB & 896.2 & 96.3  \\
OGLE-2488 & iev9txu2q  & F160W & 60221.512 & 2.22 & IRSUB256 & 135.5 & 138.8  \\
OGLE-2488 & iev9txudq  & F555W & 60221.527 & 2.50 & UVIS1 & 1094.1 & 384.4  \\
OGLE-2488 & iev9txucq  & F814W & 60221.526 & 2.50 & UVIS1 & 1087.5 & 394.9  \\
OGLE-2533 & iev9txu3q  & F160W & 60221.513 & 2.50 & IRSUB256 & 132.9 & 138.3  \\
OGLE-2533 & iev9txuaq  & F555W & 60221.523 & 2.50 & UVIS1 & 1059.3 & 430.3  \\
OGLE-2533 & iev9txubq  & F814W & 60221.525 & 2.50 & UVIS1 & 1076.5 & 407.3  \\
OGLE-2607 & iev907pkq  & F160W & 60172.876 & 2.22 & IRSUB256 & 136.0 & 140.1  \\
OGLE-2607 & iev907q3q $^{(*)}$ & F555W & 60172.904 & 2.50 & UVIS2-2K2C-SUB & 1650.9 & 348.4  \\
OGLE-2607 & iev907q4q $^{(*)}$ & F814W & 60172.906 & 2.50 & UVIS2-2K2C-SUB & 1825.6 & 156.1  \\
